age,birthdate,birthplace,category,hand,height,id,links,name,nationality,photo_url,points,ranking,short_name,side,updated_at,url
32,1993-09-06,Petrer,women,,159,2252,,Iris Donate Murcia,ES,,16,674,Donate,drive,2026-07-15T16:01:22+02:00,
19,2007-06-18,,women,,,2057,,Iris Garcías Leandro,ES,,32,462,Garcías,,2026-07-13T14:01:13+02:00,
41,1984-08-24,,women,,,2000,,Iryna Shemyakina,UA,,21,583,Shemyakina,,2026-07-13T14:01:15+02:00,
19,2006-09-28,,women,,,676,,Ivana Perches Arredondo,MX,,73,294,Perches,,2026-07-13T14:01:09+02:00,
20,2006-03-28,Castellar del Vallès,women,,,553,,Ivet Val Lopez,ES,,315,126,Val Lopez,drive,2026-07-13T14:01:05+02:00,
26,2000-02-07,,women,,,2140,,Izabela Kunat,PL,,23,558,Kunat,,2026-07-13T14:01:14+02:00,
29,1996-10-30,,women,,,1608,,Jadeleen Lee,MY,,71,300,Lee,,2026-07-13T14:01:09+02:00,
29,1996-10-10,,women,,,1722,,Jana Maria Daniella Hernandez,PH,,6,1170,Daniella,,2026-07-13T14:01:22+02:00,
18,2008-01-04,Girona,women,,172,396,,Jana Montes Cabruja,ES,https://storage.googleapis.com/fantasypadeltour/player-api/jana-montes-cabruja.webp,1417,42,Montes,drive,2026-07-13T14:01:03+02:00,
33,1992-07-27,,women,,,2228,,Jana Vahalikova,CZ,,15,726,Vahalikova,,2026-07-15T16:00:18+02:00,
54,1972-02-25,,women,,,2251,,Janice Tilbrook,ZA,,13,790,Tilbrook,,2026-07-15T16:01:16+02:00,
28,1997-10-13,Den haag,women,,167,539,,Janine Hemmes,NL,https://storage.googleapis.com/fantasypadeltour/player-api/janine-hemmes.webp,476,98,Hemmes,backhand,2026-07-13T14:01:04+02:00,
31,1994-08-07,,women,,,1991,,Janine Koleta,SI,,33,454,Koleta,,2026-07-13T14:01:12+02:00,
21,2004-12-02,,women,,,1688,,Jauresse Kouamé,ZZ,,33,454,Kouamé,,2026-07-13T14:01:12+02:00,
24,2001-11-12,,women,,,706,,Jemilett Cortes Figueroa,MX,,28,494,Cortes,,2026-07-15T20:02:20+02:00,
33,1992-07-27,,women,,,1507,,Jemma Peterswald,AU,,13,790,Peterswald,,2026-07-13T14:01:18+02:00,
28,1997-10-29,Villena,women,,169,416,,Jessica Castello Lopez,ES,https://storage.googleapis.com/fantasypadeltour/player-api/jessica-castello-lopez.webp,2314,26,Castello,backhand,2026-07-13T14:01:02+02:00,
33,1992-10-21,Lyon,women,,170,487,,Jessica Ginier Barbier,FR,,63,320,Ginier,backhand,2026-07-13T14:01:10+02:00,
31,1995-01-20,,women,,,1657,,Jessica Isabelle Brycki,AU,,19,615,Brycki,,2026-07-13T14:01:16+02:00,
37,1989-01-18,,women,,,1629,,Jessica Lucinda Palma La Cruz,VE,,146,195,Lucinda,,2026-07-13T14:01:07+02:00,
19,2006-08-13,,women,,,928,,Jessica Para,PT,,135,200,Para,,2026-07-13T14:01:07+02:00,
36,1990-04-14,,women,,,1886,,Jessy Rompies,GH,,27,504,Rompies,,2026-07-13T14:01:13+02:00,
37,1989-05-27,,women,,,2426,,Jihane Assaf,CI,,19,615,Assaf,,2026-07-14T08:00:02+02:00,
18,2007-09-20,,women,,,1527,,Jimena Diaz De La Iglesia,ES,,379,114,Diaz,,2026-07-13T14:01:05+02:00,
26,2000-04-24,,women,,,707,,Jimena Huerta Villegas,MX,,0,9999,Huerta,,2026-07-15T20:02:27+02:00,
16,2009-10-08,,women,,,1937,,Jimena Suárez García,ES,,10,910,Suárez,,2026-07-13T14:01:20+02:00,
22,2004-06-19,Segovia,women,,175,415,,Jimena Velasco Postiguillo,ES,https://storage.googleapis.com/fantasypadeltour/player-api/jimena-velasco-postiguillo.webp,2184,28,Velasco,drive,2026-07-13T14:01:03+02:00,
44,1982-03-22,Seoul,women,,158,1890,,Jiyun Kang,KR,,11,861,Kang,,2026-07-13T14:01:19+02:00,
29,1997-06-18,,women,,,2051,,Joana Brites,PT,,11,861,Brites,,2026-07-13T14:01:19+02:00,
21,2005-05-07,,women,,,1215,,Joana Soares,PT,,96,245,Soares,,2026-07-13T14:01:08+02:00,
46,1979-09-24,,women,,,1946,,Johanna Hommy Falcon Manrique,ES,,33,454,Hommy,,2026-07-13T14:01:12+02:00,
35,1990-11-17,,women,,,700,,Jordana Ailen Lujan Ferreyra,AR,,72,298,Lujan,,2026-07-13T14:01:09+02:00,
27,1998-07-18,,women,,,1996,,Jovana Knezevic,CY,,42,396,Knezevic,,2026-07-13T14:01:11+02:00,
25,2001-03-14,,women,,,2521,,Joyce Nouws,NL,,21,583,Nouws,,2026-07-13T14:01:15+02:00,
16,2009-09-16,,women,,,2495,,Julia Giusti Gomes,BR,,112,217,Giusti,,2026-07-13T14:01:07+02:00,
28,1997-11-30,Hvidovre,women,,172,1534,,Julia Isabella Wiese,DK,,75,284,Isabella,drive,2026-07-13T14:01:09+02:00,
27,1999-01-24,Rota - Cádiz,women,,167,463,,Julia Polo Bautista,ES,https://storage.googleapis.com/fantasypadeltour/player-api/julia-polo-bautista.webp,1244,52,Polo,backhand,2026-07-13T14:01:03+02:00,
28,1998-02-03,,women,,,1254,,Julie Razafindranaly,FR,,96,245,Razafindranaly,,2026-07-13T14:01:08+02:00,
29,1997-04-21,,women,,,2230,,Julieta Abregu,AR,,11,861,Abregu,,2026-07-15T16:01:59+02:00,
34,1991-12-12,Jesús Maria - Cba,women,,178,451,,Julieta Evangelina Bidahorria,AR,https://storage.googleapis.com/fantasypadeltour/player-api/julieta-evangelina-bidahorria.webp,1535,38,Bidahorria,backhand,2026-07-13T14:01:03+02:00,
27,1999-05-25,,women,,,1377,,Juliette Sirgant,FR,,41,399,Sirgant,,2026-07-13T14:01:11+02:00,
18,2008-06-13,Halmstad,women,,174,2199,,Juni Sjöland,SE,,35,437,Sjöland,drive,2026-07-13T14:01:12+02:00,
26,2000-06-15,Nieuwpoort,women,,,1862,,Justine Pysson,BE,,225,157,Pysson,,2026-07-14T08:05:02+02:00,
29,1997-07-09,,women,,,2143,,Kace Bartley,GB,,13,790,Bartley,,2026-07-13T14:01:18+02:00,
35,1991-04-20,,women,,,887,,Kae Tokumoto,JP,,0,2731,Tokumoto,,2026-07-13T08:05:04+02:00,
39,1986-10-03,,women,,,2345,,Kai Wang,CN,,8,971,Wang,,2026-07-13T14:01:21+02:00,
18,2008-04-11,Madrid,women,,168,660,,Kaori Peco,ES,,0,1433,Peco,backhand,2026-06-26T04:03:17+02:00,
38,1988-01-25,Sarnen,women,,156,557,,Karin Hechenberger,CH,,112,217,Hechenberger,drive,2026-07-13T14:01:07+02:00,
42,1984-03-12,,women,,,1225,,Karin Marlies Lems,NL,,43,388,Marlies,,2026-07-13T14:01:11+02:00,
30,1995-12-20,,women,,,2001,,Karolina Balog,HR,,45,382,Balog,,2026-07-13T14:01:11+02:00,
34,1992-05-18,,women,,,1887,,Karyn Emeralda,GH,,25,529,Emeralda,,2026-07-13T14:01:14+02:00,
33,1992-10-29,,women,,,2379,,Kateryna Yegoreychenko,UA,,25,529,Yegoreychenko,,2026-07-13T14:01:14+02:00,
31,1995-02-28,,women,,,1601,,Katharina Hering,DE,,60,328,Hering,,2026-07-13T14:01:10+02:00,
44,1981-11-30,,women,,,2129,,Katia Rodrigues,PT,,5,1211,Rodrigues,,2026-07-13T14:01:23+02:00,
32,1994-03-27,,women,,,2557,,Katie Nolan,IE,,,,Nolan,,2026-07-15T04:00:05+02:00,
44,1982-07-07,,women,,,2153,,Kerry White,GB,,8,971,White,,2026-07-13T14:01:22+02:00,
40,1986-04-09,,women,,,2242,,Kieatsupa Tupanan,TH,,18,635,Tupanan,,2026-07-15T16:00:24+02:00,
26,2000-04-25,Quillota,women,,165,509,,Kimberley Ahumada Carrasco,CL,,74,287,Ahumada,backhand,2026-07-15T12:01:20+02:00,
19,2007-05-18,,women,,,570,,Kimy Barla,FR,,153,188,Barla,,2026-07-13T14:01:07+02:00,
26,1999-09-28,,women,,,1690,,Kinda Omeis,ZZ,,22,568,Omeis,,2026-07-13T14:01:15+02:00,
28,1998-04-02,Shizuoka,women,,,899,,Kotomi Ozawa,JP,,323,124,Ozawa,backhand,2026-07-14T08:05:02+02:00,
46,1980-06-09,,women,,,2155,,Kristin Price,GB,,10,910,Price,,2026-07-13T14:01:20+02:00,
18,2007-09-23,Moscow,women,,164,1326,,Ksenia Danko,RU,,40,403,Danko,,2026-07-13T14:01:11+02:00,
30,1996-05-01,Sakhalin,women,,177,540,,Ksenia Sharifova,RU,https://storage.googleapis.com/fantasypadeltour/player-api/ksenia-sharifova.webp,1704,35,Sharifova,backhand,2026-07-13T14:01:03+02:00,
37,1988-10-31,,women,,,1309,,Ksenia Sidorova,RU,,24,545,Sidorova,,2026-07-13T14:01:14+02:00,
27,1999-02-17,,women,,,512,,Laila El Nimr,EG,,115,213,El Nimr,,2026-07-15T12:01:32+02:00,
34,1992-03-20,San Sebastian,women,,165,450,,Lara Arruabarrena,ES,https://storage.googleapis.com/fantasypadeltour/player-api/lara-arruabarrena.webp,1301,49,Arruabarrena,drive,2026-07-13T14:01:03+02:00,
29,1997-04-25,,women,,,1691,,Lara Salloub,LB,,30,478,Salloub,,2026-07-13T14:01:13+02:00,
28,1998-06-26,,women,,,1707,,Larissa Lim,ZZ,,49,373,Lim,,2026-07-13T14:01:11+02:00,
44,1981-09-14,,women,,,2555,,Larissa Meyer,CH,,,,Meyer,,2026-07-15T04:00:14+02:00,
35,1991-01-05,,women,,,2436,,Laura Battistini,IT,,11,861,Battistini,,2026-07-15T08:00:19+02:00,
32,1994-07-01,Bordeaux,women,,180,808,,Laura Buteau,FR,,153,188,Buteau,backhand,2026-07-13T14:01:07+02:00,
31,1995-05-10,,women,,,2245,,Laura Ferrer,ES,,8,971,Ferrer,,2026-07-15T16:00:44+02:00,
26,1999-08-24,,women,,,1709,,Laura Jackson,GB,,81,267,Jackson,,2026-07-13T14:01:09+02:00,
21,2005-04-24,Sevilla,women,,167,431,,Laura Lujan Rodriguez,ES,https://storage.googleapis.com/fantasypadeltour/player-api/laura-lujan-rodriguez.webp,1377,44,Lujan,backhand,2026-07-13T14:01:03+02:00,
18,2008-02-07,,women,,,1568,,Laura Raya Capitan,ES,,13,790,Raya,,2026-07-13T14:01:18+02:00,
26,2000-06-26,,women,,,2161,,Laura Solà Grau,ES,,30,478,Solà,,2026-07-13T14:01:13+02:00,
33,1992-08-08,,women,,,2352,,Lauren Fujino,CN,,22,568,Fujino,,2026-07-13T14:01:14+02:00,
31,1995-05-09,Papeete,women,,178,432,,Lea Godallier,FR,https://storage.googleapis.com/fantasypadeltour/player-api/lea-godallier.webp,1181,56,Godallier,backhand,2026-07-13T14:01:03+02:00,
51,1974-10-16,,women,,,1889,,Leah Wong,CA,,16,674,Wong,,2026-07-13T14:01:17+02:00,
26,2000-01-03,,women,,,1584,,Lea Jurković,HR,,112,217,Jurković,,2026-07-13T14:01:07+02:00,
21,2005-01-11,Bilbao,women,,170,1701,,Leire Uriarte Medina,ES,,153,188,Uriarte,,2026-07-13T14:01:07+02:00,
,,,women,,,2522,,Lena Pluemer,DE,,,,Pluemer,,2026-07-08T04:02:16+02:00,
32,1994-05-24,,women,,,1600,,Lena Plümer,DE,,60,328,Plümer,,2026-07-13T14:01:10+02:00,
26,1999-09-06,,women,,,1828,,Letizia Dellagnese,IT,,88,258,Dellagnese,,2026-07-13T14:01:08+02:00,
20,2005-11-26,Madrid,women,,167,464,,Letizia Maria Manquillo Alarza,ES,https://storage.googleapis.com/fantasypadeltour/player-api/letizia-maria-manquillo-alarza.webp,1359,46,Manquillo,backhand,2026-07-13T14:01:03+02:00,
28,1998-01-26,,women,,,1532,,Lila Humaloja,FI,,17,663,Humaloja,,2026-07-13T14:01:16+02:00,
35,1990-10-31,,women,,,1689,,Lilia Salhab,SN,,22,568,Salhab,,2026-07-13T14:01:14+02:00,
28,1998-03-26,Badelunda,women,,176,2205,,Linnea Björk,SE,,14,744,Björk,backhand,2026-07-13T14:01:17+02:00,
,,,women,,,2523,,Linn Poels,BE,,,,Poels,,2026-07-08T04:02:16+02:00,
,,,women,,,2390,,Lisandre Neki Berwig,BR,,,,Neki,,2026-07-09T16:00:30+02:00,
27,1999-01-01,Chichester,women,,170,693,,Lisa Rachel Phillips,GB,,171,179,Phillips,backhand,2026-07-13T14:01:06+02:00,
40,1986-07-05,,women,,,2248,,Liudmila Makedonskaia,RU,,22,568,Makedonskaia,,2026-07-15T16:00:59+02:00,
50,1975-09-24,,women,,,1703,,Livane Jouanlanne,FR,,5,1211,Jouanlanne,,2026-07-13T14:01:23+02:00,
32,1994-03-15,Amsterdam,women,,170,885,,Liza Groenveld,NL,,220,160,Groenveld,backhand,2026-07-13T14:01:06+02:00,
17,2009-01-01,,women,,,2382,,Llum Martorell Gruwez,ES,,23,558,Martorell,,2026-07-13T14:01:14+02:00,
44,1982-06-01,León,women,,173,638,,Lorena Alonso De Lera,ES,https://storage.googleapis.com/fantasypadeltour/player-api/lorena-alonso-de-lera.webp,220,160,Alonso,backhand,2026-07-15T16:04:09+02:00,
27,1999-02-23,,women,,,778,,Lorena Marruffo,VE,,36,430,Marruffo,,2026-07-13T14:01:12+02:00,
22,2003-08-04,Cáceres,women,,166,417,,Lorena Rufo Ortiz,ES,https://storage.googleapis.com/fantasypadeltour/player-api/lorena-rufo-ortiz.webp,2314,26,Rufo,drive,2026-07-13T14:01:02+02:00,
26,1999-08-15,Caserta,women,,167,444,,Lorena Vano,IT,https://storage.googleapis.com/fantasypadeltour/player-api/lorena-vano.webp,630,85,Vano,drive,2026-07-13T14:01:04+02:00,
20,2006-05-30,Annecy,women,,146,476,,Louise Bahurel,FR,,401,110,Bahurel,backhand,2026-07-13T14:01:05+02:00,
18,2007-11-03,,women,,,571,,Lou Lambert Agosti,FR,,142,199,Lambert,,2026-07-13T14:01:07+02:00,
40,1985-09-29,Mérida,women,,154,606,,Lourdes Pascual Rodriguez,ES,https://storage.googleapis.com/fantasypadeltour/player-api/lourdes-pascual-rodriguez.webp,0,1433,Pascual,drive,2026-06-26T04:01:00+02:00,
19,2007-02-24,,women,,,1212,,Lucia Dionisio Laureano,ES,,212,166,Dionisio,,2026-07-13T14:01:06+02:00,
20,2006-03-18,,women,,,780,,Lucia Escalante Diz,MX,,0,1752,Escalante,,2026-07-13T14:01:26+02:00,
22,2004-05-16,Málaga,women,,169,480,,Lucia Garcia Trella,ES,https://storage.googleapis.com/fantasypadeltour/player-api/lucia-garcia-trella.webp,767,71,Garcia,drive,2026-07-13T14:01:04+02:00,
35,1991-05-16,Granada,women,,166,418,,Lucia Martinez Gomez,ES,https://storage.googleapis.com/fantasypadeltour/player-api/lucia-martinez-gomez.webp,1514,39,Martinez,drive,2026-07-13T14:01:03+02:00,
21,2005-06-22,Alicante,women,,165,391,,Lucia Micaela Fernandez Lopez,ES,,475,100,Fernandez,backhand,2026-07-13T14:01:04+02:00,
19,2006-08-01,Zaragoza,women,,172,443,,Lucia Peralta Exposito,ES,https://storage.googleapis.com/fantasypadeltour/player-api/lucia-peralta-exposito.webp,720,76,Peralta,backhand,2026-07-13T14:01:04+02:00,
25,2001-03-06,Sevilla,women,,160,572,,Lucia Perez Parra,ES,https://storage.googleapis.com/fantasypadeltour/player-api/lucia-perez-parra.webp,464,102,Perez,drive,2026-07-13T14:01:05+02:00,
41,1984-10-05,Barcelona,women,,173,400,,Lucia Sainz Pelegri,ES,https://storage.googleapis.com/fantasypadeltour/player-api/lucia-sainz-pelegri.webp,2712,21,Sainz,drive,2026-07-13T14:01:02+02:00,
21,2005-02-24,Madrid,women,,168,694,,Lucia Vicente Mera,ES,,27,504,Vicente,drive,2026-07-13T14:01:13+02:00,
34,1991-12-13,,women,,,559,,Lucie Vichier,FR,,14,744,Vichier,,2026-07-13T14:01:17+02:00,
40,1986-04-24,,women,,,2253,,Lucila Guerrero,AR,,12,856,Guerrero,,2026-07-15T16:01:27+02:00,
29,1997-05-09,Aix-les-Bains,women,,167,477,,Lucile Pothier,FR,,132,205,Pothier,drive,2026-07-13T14:01:07+02:00,
23,2003-04-17,,women,,,2159,,Lucy Jones,GB,,21,583,Jones,,2026-07-13T14:01:15+02:00,
40,1985-09-09,,women,,,505,,Luisa Fernanda De La Peña Rosas,MX,,0,9999,De La Peña Rosas,,2026-07-15T12:01:08+02:00,
24,2001-12-05,,women,,,802,,Luisa Roque De Pinho,PT,,104,231,Roque,,2026-07-13T14:01:08+02:00,
19,2007-03-15,Lanciano,women,,,1583,,Luna Di Battista,IT,,163,184,Di Battista,,2026-07-13T14:01:07+02:00,
18,2008-01-28,,women,,,1938,,Luz Maria Diaz Lopez,ES,,10,910,Diaz,,2026-07-13T14:01:20+02:00,
21,2004-09-09,Madrid,women,,161,1252,,Lydia Silvan Ramiro,ES,,75,284,Silvan,backhand,2026-07-13T14:01:09+02:00,
30,1996-01-15,Singapore,women,,166,1818,,Lyra Lik,SG,,14,744,Lik,,2026-07-13T14:01:17+02:00,
23,2002-09-04,Dordrecht,women,,168,623,,Maaike Betz,NL,https://storage.googleapis.com/fantasypadeltour/player-api/maaike-betz.webp,232,153,Betz,backhand,2026-07-15T16:03:14+02:00,
29,1996-10-05,,women,,,1728,,Ma. Clarence Victoria Clemente,PH,,5,1211,Clarence,,2026-07-13T14:01:23+02:00,
37,1988-08-06,,women,,,2437,,Maddalena Cini,IT,,11,861,Cini,,2026-07-15T08:00:27+02:00,
25,2001-03-15,Lisboa,women,,167,561,,Mafalda Marques Fernandes,PT,,292,130,Marques,backhand,2026-07-13T14:01:05+02:00,
28,1998-02-19,,women,,,1718,,Maia Balce,PH,,8,971,Balce,,2026-07-13T14:01:20+02:00,
29,1996-11-22,La Garriga,women,,175,643,,Maite Cano Pou,ES,,28,494,Cano,backhand,2026-07-15T16:04:25+02:00,
26,1999-10-16,,women,,,1223,,Manon Marcarie,FR,,184,172,Marcarie,,2026-07-13T14:01:06+02:00,
28,1998-02-13,Porto Alegre,women,,172,588,,Manuela Schuck Silva,BR,https://storage.googleapis.com/fantasypadeltour/player-api/manuela-schuck-silva.webp,372,115,Schuck,backhand,2026-07-13T14:01:05+02:00,
19,2006-10-10,,women,,,1936,,Mara Lemes Lemes,ES,,35,437,Lemes,,2026-07-13T14:01:12+02:00,
38,1988-05-27,Leidschendam,women,,180,536,,Marcella Koek,NL,https://storage.googleapis.com/fantasypadeltour/player-api/marcella-koek.webp,699,78,Koek,backhand,2026-07-14T08:05:02+02:00,
48,1978-04-10,,women,,,1717,,Marcielle Resurreccion,PH,,5,1211,Resurreccion,,2026-07-13T14:01:24+02:00,
34,1992-03-07,Lisboa,women,,170,624,,Margarida Fernandes,PT,,342,121,Fernandes,backhand,2026-07-15T16:03:18+02:00,
17,2008-08-01,,women,,,2006,,Margarida Leiras,PT,,11,861,Leiras,,2026-07-13T14:01:19+02:00,
17,2009-04-15,Madrid,women,,,716,,Maria Arteaga Vilches,ES,,237,151,Arteaga,,2026-07-15T20:02:57+02:00,
20,2006-02-14,Madrid,women,,167,612,,Maria Castañera Hernandez,ES,https://storage.googleapis.com/fantasypadeltour/player-api/maria-castanera-hernandez.webp,0,1433,Castañera,drive,2026-06-26T04:01:15+02:00,
21,2005-04-27,,women,,,800,,Maria Castro Quevedo Pereira,PT,,95,248,Castro,,2026-07-13T14:01:08+02:00,
50,1975-08-27,Paraná,women,,,664,,Maria Catalina Tenorio Cauvet,AR,,0,9999,Tenorio,,2026-06-25T12:00:02+02:00,
28,1998-02-18,,women,,,1726,,Maria Concepcion Liong,PH,,10,910,Concepcion,,2026-07-13T14:01:19+02:00,
30,1995-09-24,,women,,,1637,,Maria Constanza Vega,AR,,40,403,Constanza,,2026-07-13T14:01:11+02:00,
23,2002-10-06,,women,,,1542,,Maria Del Carmen Gallego Castaño,ES,,56,342,Del Carmen Gallego Castaño,,2026-07-13T14:01:10+02:00,
39,1987-05-20,Málaga,women,,160,574,,Maria Del Carmen Villalba Sanchez,ES,https://storage.googleapis.com/fantasypadeltour/player-api/maria-del-carmen-villalba-sanchez.webp,0,1433,Del Carmen Villalba Sanchez,drive,2026-06-26T00:04:45+02:00,
16,2010-02-20,,women,,171,715,,Maria Delgado Medina,ES,,352,118,Delgado,,2026-07-13T14:01:05+02:00,
22,2003-08-10,,women,,,803,,Maria Do Carmo Ribeiro,PT,,73,294,Do Carmo Ribeiro,,2026-07-13T14:01:09+02:00,
26,2000-02-13,,women,,,2082,,Maria Domingues Dos Reis Pascoal,PT,,37,426,Domingues,,2026-07-13T14:01:12+02:00,
50,1975-09-11,,women,,,1723,,Maria Eliza Margarita Camacho,PH,,5,1211,Eliza,,2026-07-13T14:01:24+02:00,
27,1998-09-23,,women,,,651,,Maria Eugenia Turrillo Briquet,VE,,0,1433,Turrillo,,2026-06-26T04:03:10+02:00,
21,2004-09-26,Barcelona,women,,170,426,,Maria Eulalia Rodriguez Abajo,ES,https://storage.googleapis.com/fantasypadeltour/player-api/maria-eulalia-rodriguez-abajo.webp,1849,32,Rodriguez,drive,2026-07-13T14:01:03+02:00,
27,1999-06-26,,women,,,677,,Maria Fernanda Espinosa Gonzalez,MX,,8,880,Espinosa,,2026-06-25T12:01:04+02:00,
36,1989-11-25,,women,,,519,,Maria Florencia Ernandorena,AR,,0,1673,Ernandorena,,2026-07-15T12:02:13+02:00,
20,2006-02-09,,women,,,919,,Maria Fontes Vaz Ferreira,PT,,52,358,Fontes,,2026-07-13T14:01:11+02:00,
17,2009-04-02,,women,,,798,,Maria Francisca Santos,PT,,96,245,Santos,,2026-07-13T14:01:08+02:00,
23,2002-09-07,,women,,,795,,Maria Garin,PT,,179,176,Garin,,2026-07-13T14:01:06+02:00,
27,1999-06-29,,women,,,799,,Maria Guimarães Perry Ferreira,PT,,35,437,Guimarães,,2026-07-13T14:01:12+02:00,
23,2003-02-01,,women,,,1222,,Maria Isabel Grau Castelo,ES,,16,674,Isabel,,2026-07-13T14:01:16+02:00,
17,2008-08-13,,women,,,684,,Maria Jose Montoya,MX,,61,324,Montoya,,2026-07-13T14:01:10+02:00,
42,1984-06-20,Zaragoza,women,,175,594,,Maria Jose Sanchez Alayeto,ES,https://storage.googleapis.com/fantasypadeltour/player-api/maria-jose-sanchez-alayeto.webp,0,1433,Sanchez,backhand,2026-06-26T04:00:10+02:00,
21,2005-05-30,Villa Ángela,women,,165,525,,Maria Laura Ferreyra,AR,,588,90,Ferreyra,backhand,2026-07-15T12:02:46+02:00,
16,2009-11-04,,women,,,791,,Maria Leonor Araujo Teixeira,PT,,73,294,Araujo,,2026-07-13T14:01:09+02:00,
26,1999-10-10,,women,,,699,,Maria Magraner,ES,,5,1211,Magraner,,2026-07-13T14:01:24+02:00,
20,2005-07-17,,women,,,1696,,Mariam Akkouch,LB,,16,674,Akkouch,,2026-07-13T14:01:17+02:00,
30,1995-09-04,,women,,,668,,Mariam Alsarraj,KW,,3,1508,Alsarraj,,2026-07-13T14:01:25+02:00,
30,1996-04-01,,women,,,1529,,Maria Martinez Martinez,ES,,17,663,Martinez,,2026-07-13T14:01:16+02:00,
17,2009-06-04,,women,,,1374,,Maria Martinez Perez,ES,,113,215,Martinez,,2026-07-13T14:01:07+02:00,
36,1989-12-17,,women,,,1686,,Mariam Fassahy,LB,,14,744,Fassahy,,2026-07-13T14:01:17+02:00,
36,1989-08-04,,women,,,650,,Maria Natacha Grau Blanco,VE,,0,1433,Grau,,2026-06-26T04:02:07+02:00,
28,1998-04-05,La Plata,women,,170,524,,Marianela Montesi,IT,,265,139,Montesi,backhand,2026-07-15T12:02:40+02:00,
42,1984-06-20,Zaragoza,women,,173,595,,Maria Pilar Sanchez Alayeto,ES,https://storage.googleapis.com/fantasypadeltour/player-api/maria-pilar-sanchez-alayeto.webp,0,1433,Sanchez,drive,2026-06-26T04:00:35+02:00,
25,2001-03-29,Sevilla,women,,168,515,,Maria Portillo Perez,ES,https://storage.googleapis.com/fantasypadeltour/player-api/maria-portillo-perez.webp,637,81,Portillo,drive,2026-07-15T12:01:52+02:00,
47,1978-08-12,Copenhagen,women,,169,1510,,Maria Rasmussen,DK,,133,203,Rasmussen,backhand,2026-07-13T14:01:07+02:00,
17,2009-01-26,Sant Boi de Llobregat,women,,163,2378,,Maria Repullo Sala,ES,,11,861,Repullo,drive,2026-07-13T14:01:19+02:00,
,,,women,,,2391,,Maria Silvela,ES,,,,Silvela,,2026-07-09T16:00:45+02:00,
20,2006-01-03,,women,,,1319,,Maria Sysoeva,RU,,54,352,Sysoeva,,2026-07-13T14:01:10+02:00,
25,2000-07-20,,women,,,1536,,Maria Teeriaho,FI,,19,615,Teeriaho,,2026-07-13T14:01:15+02:00,
16,2009-07-20,,women,,,2009,,Maria Teresa Bica,PT,,5,1211,Bica,,2026-07-13T14:01:23+02:00,
21,2005-05-17,Salamanca,women,,160,1141,,Maria Teresa Moriñigo Gomez,ES,,477,95,Moriñigo,drive,2026-07-13T14:01:04+02:00,
26,2000-05-15,Toulon,women,,165,556,,Marie-Amélie Dardaine,FR,,179,176,Dardaine,drive,2026-07-13T14:01:06+02:00,
29,1996-09-25,,women,,,2291,,Marie Maligo,BE,,14,744,Maligo,,2026-07-13T14:01:18+02:00,
26,2000-05-01,,women,,,1372,,Marie Rondot,FR,,13,790,Rondot,,2026-07-13T14:01:18+02:00,
58,1968-06-13,,women,,,1725,,Marietta Regina Antonieta Toribio,PH,,5,1211,Regina,,2026-07-13T14:01:23+02:00,
43,1983-07-13,,women,,,1617,,Marilena Christoforou,GB,,10,910,Christoforou,,2026-07-13T14:01:20+02:00,
28,1997-12-29,,women,,,1605,,Marina Garsia,IT,,27,504,Garsia,,2026-07-13T14:01:13+02:00,
30,1996-06-30,Castellar del Valles,women,,178,429,,Marina Guinart,ES,https://storage.googleapis.com/fantasypadeltour/player-api/marina-guinart-espana.webp,4049,16,Guinart,drive,2026-07-13T14:01:02+02:00,
23,2003-03-06,Alicante,women,,169,456,,Marina Lobo,ES,https://storage.googleapis.com/fantasypadeltour/player-api/marina-lobo.webp,1284,50,Lobo,drive,2026-07-13T14:01:03+02:00,
17,2008-07-19,,women,,,2058,,Marina Miguel Chaves,ES,,16,674,Chaves,,2026-07-13T14:01:16+02:00,
37,1989-03-20,Valladolid,women,,167,587,,Marina Pinacho Sanchez,ES,https://storage.googleapis.com/fantasypadeltour/player-api/marina-pinacho-sanchez.webp,0,1433,Pinacho,drive,2026-06-26T04:00:05+02:00,
29,1996-10-07,,women,,,1324,,Marina Rassulova,KZ,,8,971,Rassulova,,2026-07-13T14:01:21+02:00,
21,2005-05-02,,women,,,806,,Marisol Fernandez Garcia,ES,,135,200,Fernandez,,2026-07-13T14:01:07+02:00,
23,2003-03-31,,women,,,1320,,Mariya Sinitsyna,KZ,,25,529,Sinitsyna,,2026-07-13T14:01:14+02:00,
65,1961-05-31,,women,,,2465,,Marjorie Croke,IE,,,,Croke,,2026-07-06T08:05:03+02:00,
16,2010-04-14,,women,,,2130,,Mar Munera Vila,ES,,151,193,Munera,,2026-07-13T14:01:07+02:00,
20,2006-05-20,Madrid,women,,173,397,,Marta Arellano Navarro,ES,https://storage.googleapis.com/fantasypadeltour/player-api/marta-arellano-navarro.webp,831,66,Arellano,backhand,2026-07-13T14:01:04+02:00,
21,2004-10-05,Cádiz,women,,169,436,,Marta Barrera De La Fuente,ES,https://storage.googleapis.com/fantasypadeltour/player-api/marta-barrera-de-la-fuente.webp,2144,30,Barrera,backhand,2026-07-13T14:01:03+02:00,
23,2003-02-09,Sevilla,women,,170,454,,Marta Borrero,ES,https://storage.googleapis.com/fantasypadeltour/player-api/marta-borrero.webp,1328,48,Borrero,drive,2026-07-13T14:01:03+02:00,
